,Q1_opt,Q2_opt,s,a1
0,[5.12392095],[3.25071936],3.9497888213901624,0.4279406990620851
1,[0.59861322],[5.86851571],3.9497888213901624,0.4279406990620851
2,[1.],[4.66666667],3.9497888213901624,0.4279406990620851
3,[1.],[4.],3.9497888213901624,0.4279406990620851
4,[1.],[3.33333333],3.9497888213901624,0.4279406990620851
5,[1.],[2.66666667],3.9497888213901624,0.4279406990620851
6,[1.],[2.],3.9497888213901624,0.4279406990620851
7,[1.],[1.33333333],3.9497888213901624,0.4279406990620851
8,[0.00178557],[6.65595325],3.9497888213901624,0.4279406990620851
9,[1.],[0.],3.9497888213901624,0.4279406990620851
10,[1.],[-0.66666667],3.9497888213901624,0.4279406990620851
11,[1.],[-1.33333333],3.9497888213901624,0.4279406990620851
12,[1.],[-2.],3.9497888213901624,0.4279406990620851
13,[1.],[-2.66666667],3.9497888213901624,0.4279406990620851
14,[1.],[-3.33333333],3.9497888213901624,0.4279406990620851
15,[1.],[-4.],3.9497888213901624,0.4279406990620851
16,[1.],[-4.66666667],3.9497888213901624,0.4279406990620851
17,[1.],[-5.33333333],3.9497888213901624,0.4279406990620851
18,[1.],[-6.],3.9497888213901624,0.4279406990620851
19,[1.],[-6.66666667],3.9497888213901624,0.4279406990620851
20,[1.],[-7.33333333],3.9497888213901624,0.4279406990620851
21,[1.],[-8.],3.9497888213901624,0.4279406990620851
22,[1.],[-8.66666667],3.9497888213901624,0.4279406990620851
23,[1.],[-9.33333333],3.9497888213901624,0.4279406990620851
24,[1.],[-10.],3.9497888213901624,0.4279406990620851
25,[1.],[-10.66666667],3.9497888213901624,0.4279406990620851
26,[1.],[-11.33333333],3.9497888213901624,0.4279406990620851
27,[1.],[-12.],3.9497888213901624,0.4279406990620851
28,[1.],[-12.66666667],3.9497888213901624,0.4279406990620851
29,[1.],[-13.33333333],3.9497888213901624,0.4279406990620851
30,[1.],[-14.],3.9497888213901624,0.4279406990620851
31,[1.],[-14.66666667],3.9497888213901624,0.4279406990620851
32,[1.],[-15.33333333],3.9497888213901624,0.4279406990620851
33,[1.],[-16.],3.9497888213901624,0.4279406990620851
34,[1.],[-16.66666667],3.9497888213901624,0.4279406990620851
35,[1.],[-17.33333333],3.9497888213901624,0.4279406990620851
36,[1.],[-18.],3.9497888213901624,0.4279406990620851
37,[1.],[-18.66666667],3.9497888213901624,0.4279406990620851
38,[1.],[-19.33333333],3.9497888213901624,0.4279406990620851
39,[1.],[-20.],3.9497888213901624,0.4279406990620851
40,[1.],[-20.66666667],3.9497888213901624,0.4279406990620851
41,[1.],[-21.33333333],3.9497888213901624,0.4279406990620851
42,[1.],[-22.],3.9497888213901624,0.4279406990620851
43,[1.],[-22.66666667],3.9497888213901624,0.4279406990620851
44,[1.],[-23.33333333],3.9497888213901624,0.4279406990620851
45,[1.],[-24.],3.9497888213901624,0.4279406990620851
46,[1.],[-24.66666667],3.9497888213901624,0.4279406990620851
47,[1.],[-25.33333333],3.9497888213901624,0.4279406990620851
48,[1.],[-26.],3.9497888213901624,0.4279406990620851
49,[1.],[-26.66666667],3.9497888213901624,0.4279406990620851
50,[1.],[-27.33333333],3.9497888213901624,0.4279406990620851
51,[1.],[-28.],3.9497888213901624,0.4279406990620851
52,[1.],[-28.66666667],3.9497888213901624,0.4279406990620851
53,[1.],[-29.33333333],3.9497888213901624,0.4279406990620851
54,[1.],[-30.],3.9497888213901624,0.4279406990620851
55,[1.],[-30.66666667],3.9497888213901624,0.4279406990620851
56,[1.],[-31.33333333],3.9497888213901624,0.4279406990620851
57,[1.],[-32.],3.9497888213901624,0.4279406990620851
58,[1.],[-32.66666667],3.9497888213901624,0.4279406990620851
59,[1.],[-33.33333333],3.9497888213901624,0.4279406990620851
60,[1.],[-34.],3.9497888213901624,0.4279406990620851
61,[1.],[-34.66666667],3.9497888213901624,0.4279406990620851
62,[1.],[-35.33333333],3.9497888213901624,0.4279406990620851
63,[1.],[-36.],3.9497888213901624,0.4279406990620851
64,[1.],[-36.66666667],3.9497888213901624,0.4279406990620851
65,[1.],[-37.33333333],3.9497888213901624,0.4279406990620851
66,[1.],[-38.],3.9497888213901624,0.4279406990620851
67,[1.],[-38.66666667],3.9497888213901624,0.4279406990620851
68,[1.],[-39.33333333],3.9497888213901624,0.4279406990620851
69,[1.],[-40.],3.9497888213901624,0.4279406990620851
70,[1.],[-40.66666667],3.9497888213901624,0.4279406990620851
71,[1.],[-41.33333333],3.9497888213901624,0.4279406990620851
72,[1.],[-42.],3.9497888213901624,0.4279406990620851
73,[1.],[-42.66666667],3.9497888213901624,0.4279406990620851
74,[1.],[-43.33333333],3.9497888213901624,0.4279406990620851
75,[1.],[-44.],3.9497888213901624,0.4279406990620851
76,[1.],[-44.66666667],3.9497888213901624,0.4279406990620851
77,[1.],[-45.33333333],3.9497888213901624,0.4279406990620851
78,[1.],[-46.],3.9497888213901624,0.4279406990620851
79,[1.],[-46.66666667],3.9497888213901624,0.4279406990620851
80,[1.],[-47.33333333],3.9497888213901624,0.4279406990620851
81,[1.],[-48.],3.9497888213901624,0.4279406990620851
82,[1.],[-48.66666667],3.9497888213901624,0.4279406990620851
83,[1.],[-49.33333333],3.9497888213901624,0.4279406990620851
84,[1.],[-50.],3.9497888213901624,0.4279406990620851
85,[1.],[-50.66666667],3.9497888213901624,0.4279406990620851
86,[1.],[-51.33333333],3.9497888213901624,0.4279406990620851
87,[1.],[-52.],3.9497888213901624,0.4279406990620851
88,[1.],[-52.66666667],3.9497888213901624,0.4279406990620851
89,[1.],[-53.33333333],3.9497888213901624,0.4279406990620851
90,[1.],[-54.],3.9497888213901624,0.4279406990620851
91,[1.],[-54.66666667],3.9497888213901624,0.4279406990620851
92,[1.],[-55.33333333],3.9497888213901624,0.4279406990620851
93,[1.],[-56.],3.9497888213901624,0.4279406990620851
94,[1.],[-56.66666667],3.9497888213901624,0.4279406990620851
95,[1.],[-57.33333333],3.9497888213901624,0.4279406990620851
96,[1.],[-58.],3.9497888213901624,0.4279406990620851
97,[1.],[-58.66666667],3.9497888213901624,0.4279406990620851
98,[1.],[-59.33333333],3.9497888213901624,0.4279406990620851
99,[1.],[-60.],3.9497888213901624,0.4279406990620851
100,[8.72545368],[0.84969755],4.970571250782493,0.8252139771936451
101,[1.],[5.33333333],4.970571250782493,0.8252139771936451
102,[1.],[4.66666667],4.970571250782493,0.8252139771936451
103,[1.],[4.],4.970571250782493,0.8252139771936451
104,[1.],[3.33333333],4.970571250782493,0.8252139771936451
105,[1.],[2.66666667],4.970571250782493,0.8252139771936451
106,[1.18825378],[1.12148235],4.970571250782493,0.8252139771936451
107,[0.93029014],[1.70511925],4.970571250782493,0.8252139771936451
108,[0.71750181],[2.36165579],4.970571250782493,0.8252139771936451
109,[1.],[0.],4.970571250782493,0.8252139771936451
110,[1.],[-0.66666667],4.970571250782493,0.8252139771936451
111,[1.],[-1.33333333],4.970571250782493,0.8252139771936451
112,[1.],[-2.],4.970571250782493,0.8252139771936451
113,[1.],[-2.66666667],4.970571250782493,0.8252139771936451
114,[1.],[-3.33333333],4.970571250782493,0.8252139771936451
115,[1.],[-4.],4.970571250782493,0.8252139771936451
116,[1.],[-4.66666667],4.970571250782493,0.8252139771936451
117,[1.],[-5.33333333],4.970571250782493,0.8252139771936451
118,[1.],[-6.],4.970571250782493,0.8252139771936451
119,[1.],[-6.66666667],4.970571250782493,0.8252139771936451
120,[1.],[-7.33333333],4.970571250782493,0.8252139771936451
121,[1.],[-8.],4.970571250782493,0.8252139771936451
122,[1.],[-8.66666667],4.970571250782493,0.8252139771936451
123,[1.],[-9.33333333],4.970571250782493,0.8252139771936451
124,[1.],[-10.],4.970571250782493,0.8252139771936451
125,[1.],[-10.66666667],4.970571250782493,0.8252139771936451
126,[1.],[-11.33333333],4.970571250782493,0.8252139771936451
127,[1.],[-12.],4.970571250782493,0.8252139771936451
128,[1.],[-12.66666667],4.970571250782493,0.8252139771936451
129,[1.],[-13.33333333],4.970571250782493,0.8252139771936451
130,[1.],[-14.],4.970571250782493,0.8252139771936451
131,[1.],[-14.66666667],4.970571250782493,0.8252139771936451
132,[1.],[-15.33333333],4.970571250782493,0.8252139771936451
133,[1.],[-16.],4.970571250782493,0.8252139771936451
134,[1.],[-16.66666667],4.970571250782493,0.8252139771936451
135,[1.],[-17.33333333],4.970571250782493,0.8252139771936451
136,[1.],[-18.],4.970571250782493,0.8252139771936451
137,[1.],[-18.66666667],4.970571250782493,0.8252139771936451
138,[1.],[-19.33333333],4.970571250782493,0.8252139771936451
139,[1.],[-20.],4.970571250782493,0.8252139771936451
140,[1.],[-20.66666667],4.970571250782493,0.8252139771936451
141,[1.],[-21.33333333],4.970571250782493,0.8252139771936451
142,[1.],[-22.],4.970571250782493,0.8252139771936451
143,[1.],[-22.66666667],4.970571250782493,0.8252139771936451
144,[1.],[-23.33333333],4.970571250782493,0.8252139771936451
145,[1.],[-24.],4.970571250782493,0.8252139771936451
146,[1.],[-24.66666667],4.970571250782493,0.8252139771936451
147,[1.],[-25.33333333],4.970571250782493,0.8252139771936451
148,[1.],[-26.],4.970571250782493,0.8252139771936451
149,[1.],[-26.66666667],4.970571250782493,0.8252139771936451
150,[1.],[-27.33333333],4.970571250782493,0.8252139771936451
151,[1.],[-28.],4.970571250782493,0.8252139771936451
152,[1.],[-28.66666667],4.970571250782493,0.8252139771936451
153,[1.],[-29.33333333],4.970571250782493,0.8252139771936451
154,[1.],[-30.],4.970571250782493,0.8252139771936451
155,[1.],[-30.66666667],4.970571250782493,0.8252139771936451
156,[1.],[-31.33333333],4.970571250782493,0.8252139771936451
157,[1.],[-32.],4.970571250782493,0.8252139771936451
158,[1.],[-32.66666667],4.970571250782493,0.8252139771936451
159,[1.],[-33.33333333],4.970571250782493,0.8252139771936451
160,[1.],[-34.],4.970571250782493,0.8252139771936451
161,[1.],[-34.66666667],4.970571250782493,0.8252139771936451
162,[1.],[-35.33333333],4.970571250782493,0.8252139771936451
163,[1.],[-36.],4.970571250782493,0.8252139771936451
164,[1.],[-36.66666667],4.970571250782493,0.8252139771936451
165,[1.],[-37.33333333],4.970571250782493,0.8252139771936451
166,[1.],[-38.],4.970571250782493,0.8252139771936451
167,[1.],[-38.66666667],4.970571250782493,0.8252139771936451
168,[1.],[-39.33333333],4.970571250782493,0.8252139771936451
169,[1.],[-40.],4.970571250782493,0.8252139771936451
170,[1.],[-40.66666667],4.970571250782493,0.8252139771936451
171,[1.],[-41.33333333],4.970571250782493,0.8252139771936451
172,[1.],[-42.],4.970571250782493,0.8252139771936451
173,[1.],[-42.66666667],4.970571250782493,0.8252139771936451
174,[1.],[-43.33333333],4.970571250782493,0.8252139771936451
175,[1.],[-44.],4.970571250782493,0.8252139771936451
176,[1.],[-44.66666667],4.970571250782493,0.8252139771936451
177,[1.],[-45.33333333],4.970571250782493,0.8252139771936451
178,[1.],[-46.],4.970571250782493,0.8252139771936451
179,[1.],[-46.66666667],4.970571250782493,0.8252139771936451
180,[1.],[-47.33333333],4.970571250782493,0.8252139771936451
181,[1.],[-48.],4.970571250782493,0.8252139771936451
182,[1.],[-48.66666667],4.970571250782493,0.8252139771936451
183,[1.],[-49.33333333],4.970571250782493,0.8252139771936451
184,[1.],[-50.],4.970571250782493,0.8252139771936451
185,[1.],[-50.66666667],4.970571250782493,0.8252139771936451
186,[1.],[-51.33333333],4.970571250782493,0.8252139771936451
187,[1.],[-52.],4.970571250782493,0.8252139771936451
188,[1.],[-52.66666667],4.970571250782493,0.8252139771936451
189,[1.],[-53.33333333],4.970571250782493,0.8252139771936451
190,[1.],[-54.],4.970571250782493,0.8252139771936451
191,[1.],[-54.66666667],4.970571250782493,0.8252139771936451
192,[1.],[-55.33333333],4.970571250782493,0.8252139771936451
193,[1.],[-56.],4.970571250782493,0.8252139771936451
194,[1.],[-56.66666667],4.970571250782493,0.8252139771936451
195,[1.],[-57.33333333],4.970571250782493,0.8252139771936451
196,[1.],[-58.],4.970571250782493,0.8252139771936451
197,[1.],[-58.66666667],4.970571250782493,0.8252139771936451
198,[1.],[-59.33333333],4.970571250782493,0.8252139771936451
199,[1.],[-60.],4.970571250782493,0.8252139771936451
200,[1.],[6.],4.27164352384891,0.8844403631024559
201,[1.],[5.33333333],4.27164352384891,0.8844403631024559
202,[1.],[4.66666667],4.27164352384891,0.8844403631024559
203,[1.],[4.],4.27164352384891,0.8844403631024559
204,[1.],[3.33333333],4.27164352384891,0.8844403631024559
205,[1.],[2.66666667],4.27164352384891,0.8844403631024559
206,[1.],[2.],4.27164352384891,0.8844403631024559
207,[1.],[1.33333333],4.27164352384891,0.8844403631024559
208,[1.04928366],[0.37096473],4.27164352384891,0.8844403631024559
209,[1.],[0.],4.27164352384891,0.8844403631024559
210,[1.],[-0.66666667],4.27164352384891,0.8844403631024559
211,[1.],[-1.33333333],4.27164352384891,0.8844403631024559
212,[1.],[-2.],4.27164352384891,0.8844403631024559
213,[1.],[-2.66666667],4.27164352384891,0.8844403631024559
214,[1.],[-3.33333333],4.27164352384891,0.8844403631024559
215,[1.],[-4.],4.27164352384891,0.8844403631024559
216,[1.],[-4.66666667],4.27164352384891,0.8844403631024559
217,[1.],[-5.33333333],4.27164352384891,0.8844403631024559
218,[1.],[-6.],4.27164352384891,0.8844403631024559
219,[1.],[-6.66666667],4.27164352384891,0.8844403631024559
220,[1.],[-7.33333333],4.27164352384891,0.8844403631024559
221,[1.],[-8.],4.27164352384891,0.8844403631024559
222,[1.],[-8.66666667],4.27164352384891,0.8844403631024559
223,[1.],[-9.33333333],4.27164352384891,0.8844403631024559
224,[1.],[-10.],4.27164352384891,0.8844403631024559
225,[1.],[-10.66666667],4.27164352384891,0.8844403631024559
226,[1.],[-11.33333333],4.27164352384891,0.8844403631024559
227,[1.],[-12.],4.27164352384891,0.8844403631024559
228,[1.],[-12.66666667],4.27164352384891,0.8844403631024559
229,[1.],[-13.33333333],4.27164352384891,0.8844403631024559
230,[1.],[-14.],4.27164352384891,0.8844403631024559
231,[1.],[-14.66666667],4.27164352384891,0.8844403631024559
232,[1.],[-15.33333333],4.27164352384891,0.8844403631024559
233,[1.],[-16.],4.27164352384891,0.8844403631024559
234,[1.],[-16.66666667],4.27164352384891,0.8844403631024559
235,[1.],[-17.33333333],4.27164352384891,0.8844403631024559
236,[1.],[-18.],4.27164352384891,0.8844403631024559
237,[1.],[-18.66666667],4.27164352384891,0.8844403631024559
238,[1.],[-19.33333333],4.27164352384891,0.8844403631024559
239,[1.],[-20.],4.27164352384891,0.8844403631024559
240,[1.],[-20.66666667],4.27164352384891,0.8844403631024559
241,[1.],[-21.33333333],4.27164352384891,0.8844403631024559
242,[1.],[-22.],4.27164352384891,0.8844403631024559
243,[1.],[-22.66666667],4.27164352384891,0.8844403631024559
244,[1.],[-23.33333333],4.27164352384891,0.8844403631024559
245,[1.],[-24.],4.27164352384891,0.8844403631024559
246,[1.],[-24.66666667],4.27164352384891,0.8844403631024559
247,[1.],[-25.33333333],4.27164352384891,0.8844403631024559
248,[1.],[-26.],4.27164352384891,0.8844403631024559
249,[1.],[-26.66666667],4.27164352384891,0.8844403631024559
250,[1.],[-27.33333333],4.27164352384891,0.8844403631024559
251,[1.],[-28.],4.27164352384891,0.8844403631024559
252,[1.],[-28.66666667],4.27164352384891,0.8844403631024559
253,[1.],[-29.33333333],4.27164352384891,0.8844403631024559
254,[1.],[-30.],4.27164352384891,0.8844403631024559
255,[1.],[-30.66666667],4.27164352384891,0.8844403631024559
256,[1.],[-31.33333333],4.27164352384891,0.8844403631024559
257,[1.],[-32.],4.27164352384891,0.8844403631024559
258,[1.],[-32.66666667],4.27164352384891,0.8844403631024559
259,[1.],[-33.33333333],4.27164352384891,0.8844403631024559
260,[1.],[-34.],4.27164352384891,0.8844403631024559
261,[1.],[-34.66666667],4.27164352384891,0.8844403631024559
262,[1.],[-35.33333333],4.27164352384891,0.8844403631024559
263,[1.],[-36.],4.27164352384891,0.8844403631024559
264,[1.],[-36.66666667],4.27164352384891,0.8844403631024559
265,[1.],[-37.33333333],4.27164352384891,0.8844403631024559
266,[1.],[-38.],4.27164352384891,0.8844403631024559
267,[1.],[-38.66666667],4.27164352384891,0.8844403631024559
268,[1.],[-39.33333333],4.27164352384891,0.8844403631024559
269,[1.],[-40.],4.27164352384891,0.8844403631024559
270,[1.],[-40.66666667],4.27164352384891,0.8844403631024559
271,[1.],[-41.33333333],4.27164352384891,0.8844403631024559
272,[1.],[-42.],4.27164352384891,0.8844403631024559
273,[1.],[-42.66666667],4.27164352384891,0.8844403631024559
274,[1.],[-43.33333333],4.27164352384891,0.8844403631024559
275,[1.],[-44.],4.27164352384891,0.8844403631024559
276,[1.],[-44.66666667],4.27164352384891,0.8844403631024559
277,[1.],[-45.33333333],4.27164352384891,0.8844403631024559
278,[1.],[-46.],4.27164352384891,0.8844403631024559
279,[1.],[-46.66666667],4.27164352384891,0.8844403631024559
280,[1.],[-47.33333333],4.27164352384891,0.8844403631024559
281,[1.],[-48.],4.27164352384891,0.8844403631024559
282,[1.],[-48.66666667],4.27164352384891,0.8844403631024559
283,[1.],[-49.33333333],4.27164352384891,0.8844403631024559
284,[1.],[-50.],4.27164352384891,0.8844403631024559
285,[1.],[-50.66666667],4.27164352384891,0.8844403631024559
286,[1.],[-51.33333333],4.27164352384891,0.8844403631024559
287,[1.],[-52.],4.27164352384891,0.8844403631024559
288,[1.],[-52.66666667],4.27164352384891,0.8844403631024559
289,[1.],[-53.33333333],4.27164352384891,0.8844403631024559
290,[1.],[-54.],4.27164352384891,0.8844403631024559
291,[1.],[-54.66666667],4.27164352384891,0.8844403631024559
292,[1.],[-55.33333333],4.27164352384891,0.8844403631024559
293,[1.],[-56.],4.27164352384891,0.8844403631024559
294,[1.],[-56.66666667],4.27164352384891,0.8844403631024559
295,[1.],[-57.33333333],4.27164352384891,0.8844403631024559
296,[1.],[-58.],4.27164352384891,0.8844403631024559
297,[1.],[-58.66666667],4.27164352384891,0.8844403631024559
298,[1.],[-59.33333333],4.27164352384891,0.8844403631024559
299,[1.],[-60.],4.27164352384891,0.8844403631024559
300,[1.],[6.],3.394456818810217,0.9052031934888615
301,[1.],[5.33333333],3.394456818810217,0.9052031934888615
302,[1.],[4.66666667],3.394456818810217,0.9052031934888615
303,[1.],[4.],3.394456818810217,0.9052031934888615
304,[1.],[3.33333333],3.394456818810217,0.9052031934888615
305,[1.],[2.66666667],3.394456818810217,0.9052031934888615
306,[1.],[2.],3.394456818810217,0.9052031934888615
307,[1.],[1.33333333],3.394456818810217,0.9052031934888615
308,[1.],[0.66666667],3.394456818810217,0.9052031934888615
309,[1.],[0.],3.394456818810217,0.9052031934888615
310,[1.],[-0.66666667],3.394456818810217,0.9052031934888615
311,[1.],[-1.33333333],3.394456818810217,0.9052031934888615
312,[1.],[-2.],3.394456818810217,0.9052031934888615
313,[1.],[-2.66666667],3.394456818810217,0.9052031934888615
314,[1.],[-3.33333333],3.394456818810217,0.9052031934888615
315,[1.],[-4.],3.394456818810217,0.9052031934888615
316,[1.],[-4.66666667],3.394456818810217,0.9052031934888615
317,[1.],[-5.33333333],3.394456818810217,0.9052031934888615
318,[1.],[-6.],3.394456818810217,0.9052031934888615
319,[1.],[-6.66666667],3.394456818810217,0.9052031934888615
320,[1.],[-7.33333333],3.394456818810217,0.9052031934888615
321,[1.],[-8.],3.394456818810217,0.9052031934888615
322,[1.],[-8.66666667],3.394456818810217,0.9052031934888615
323,[1.],[-9.33333333],3.394456818810217,0.9052031934888615
324,[1.],[-10.],3.394456818810217,0.9052031934888615
325,[1.],[-10.66666667],3.394456818810217,0.9052031934888615
326,[1.],[-11.33333333],3.394456818810217,0.9052031934888615
327,[1.],[-12.],3.394456818810217,0.9052031934888615
328,[1.],[-12.66666667],3.394456818810217,0.9052031934888615
329,[1.],[-13.33333333],3.394456818810217,0.9052031934888615
330,[1.],[-14.],3.394456818810217,0.9052031934888615
331,[1.],[-14.66666667],3.394456818810217,0.9052031934888615
332,[1.],[-15.33333333],3.394456818810217,0.9052031934888615
333,[1.],[-16.],3.394456818810217,0.9052031934888615
334,[1.],[-16.66666667],3.394456818810217,0.9052031934888615
335,[1.],[-17.33333333],3.394456818810217,0.9052031934888615
336,[1.],[-18.],3.394456818810217,0.9052031934888615
337,[1.],[-18.66666667],3.394456818810217,0.9052031934888615
338,[1.],[-19.33333333],3.394456818810217,0.9052031934888615
339,[1.],[-20.],3.394456818810217,0.9052031934888615
340,[1.],[-20.66666667],3.394456818810217,0.9052031934888615
341,[1.],[-21.33333333],3.394456818810217,0.9052031934888615
342,[1.],[-22.],3.394456818810217,0.9052031934888615
343,[1.],[-22.66666667],3.394456818810217,0.9052031934888615
344,[1.],[-23.33333333],3.394456818810217,0.9052031934888615
345,[1.],[-24.],3.394456818810217,0.9052031934888615
346,[1.],[-24.66666667],3.394456818810217,0.9052031934888615
347,[1.],[-25.33333333],3.394456818810217,0.9052031934888615
348,[1.],[-26.],3.394456818810217,0.9052031934888615
349,[1.],[-26.66666667],3.394456818810217,0.9052031934888615
350,[1.],[-27.33333333],3.394456818810217,0.9052031934888615
351,[1.],[-28.],3.394456818810217,0.9052031934888615
352,[1.],[-28.66666667],3.394456818810217,0.9052031934888615
353,[1.],[-29.33333333],3.394456818810217,0.9052031934888615
354,[1.],[-30.],3.394456818810217,0.9052031934888615
355,[1.],[-30.66666667],3.394456818810217,0.9052031934888615
356,[1.],[-31.33333333],3.394456818810217,0.9052031934888615
357,[1.],[-32.],3.394456818810217,0.9052031934888615
358,[1.],[-32.66666667],3.394456818810217,0.9052031934888615
359,[1.],[-33.33333333],3.394456818810217,0.9052031934888615
360,[1.],[-34.],3.394456818810217,0.9052031934888615
361,[1.],[-34.66666667],3.394456818810217,0.9052031934888615
362,[1.],[-35.33333333],3.394456818810217,0.9052031934888615
363,[1.],[-36.],3.394456818810217,0.9052031934888615
364,[1.],[-36.66666667],3.394456818810217,0.9052031934888615
365,[1.],[-37.33333333],3.394456818810217,0.9052031934888615
366,[1.],[-38.],3.394456818810217,0.9052031934888615
367,[1.],[-38.66666667],3.394456818810217,0.9052031934888615
368,[1.],[-39.33333333],3.394456818810217,0.9052031934888615
369,[1.],[-40.],3.394456818810217,0.9052031934888615
370,[1.],[-40.66666667],3.394456818810217,0.9052031934888615
371,[1.],[-41.33333333],3.394456818810217,0.9052031934888615
372,[1.],[-42.],3.394456818810217,0.9052031934888615
373,[1.],[-42.66666667],3.394456818810217,0.9052031934888615
374,[1.],[-43.33333333],3.394456818810217,0.9052031934888615
375,[1.],[-44.],3.394456818810217,0.9052031934888615
376,[1.],[-44.66666667],3.394456818810217,0.9052031934888615
377,[1.],[-45.33333333],3.394456818810217,0.9052031934888615
378,[1.],[-46.],3.394456818810217,0.9052031934888615
379,[1.],[-46.66666667],3.394456818810217,0.9052031934888615
380,[1.],[-47.33333333],3.394456818810217,0.9052031934888615
381,[1.],[-48.],3.394456818810217,0.9052031934888615
382,[1.],[-48.66666667],3.394456818810217,0.9052031934888615
383,[1.],[-49.33333333],3.394456818810217,0.9052031934888615
384,[1.],[-50.],3.394456818810217,0.9052031934888615
385,[1.],[-50.66666667],3.394456818810217,0.9052031934888615
386,[1.],[-51.33333333],3.394456818810217,0.9052031934888615
387,[1.],[-52.],3.394456818810217,0.9052031934888615
388,[1.],[-52.66666667],3.394456818810217,0.9052031934888615
389,[1.],[-53.33333333],3.394456818810217,0.9052031934888615
390,[1.],[-54.],3.394456818810217,0.9052031934888615
391,[1.],[-54.66666667],3.394456818810217,0.9052031934888615
392,[1.],[-55.33333333],3.394456818810217,0.9052031934888615
393,[1.],[-56.],3.394456818810217,0.9052031934888615
394,[1.],[-56.66666667],3.394456818810217,0.9052031934888615
395,[1.],[-57.33333333],3.394456818810217,0.9052031934888615
396,[1.],[-58.],3.394456818810217,0.9052031934888615
397,[1.],[-58.66666667],3.394456818810217,0.9052031934888615
398,[1.],[-59.33333333],3.394456818810217,0.9052031934888615
399,[1.],[-60.],3.394456818810217,0.9052031934888615
400,[4.54789615],[3.6347359],4.132338685771563,0.41308479436723455
401,[0.43433293],[6.08755609],4.132338685771563,0.41308479436723455
402,[1.],[4.66666667],4.132338685771563,0.41308479436723455
403,[1.],[4.],4.132338685771563,0.41308479436723455
404,[1.],[3.33333333],4.132338685771563,0.41308479436723455
405,[1.],[2.66666667],4.132338685771563,0.41308479436723455
406,[1.],[2.],4.132338685771563,0.41308479436723455
407,[1.],[1.33333333],4.132338685771563,0.41308479436723455
408,[0.00094978],[6.660968],4.132338685771563,0.41308479436723455
409,[1.],[0.],4.132338685771563,0.41308479436723455
410,[1.],[-0.66666667],4.132338685771563,0.41308479436723455
411,[1.],[-1.33333333],4.132338685771563,0.41308479436723455
412,[1.],[-2.],4.132338685771563,0.41308479436723455
413,[1.],[-2.66666667],4.132338685771563,0.41308479436723455
414,[1.],[-3.33333333],4.132338685771563,0.41308479436723455
415,[1.],[-4.],4.132338685771563,0.41308479436723455
416,[1.],[-4.66666667],4.132338685771563,0.41308479436723455
417,[1.],[-5.33333333],4.132338685771563,0.41308479436723455
418,[1.],[-6.],4.132338685771563,0.41308479436723455
419,[1.],[-6.66666667],4.132338685771563,0.41308479436723455
420,[1.],[-7.33333333],4.132338685771563,0.41308479436723455
421,[1.],[-8.],4.132338685771563,0.41308479436723455
422,[1.],[-8.66666667],4.132338685771563,0.41308479436723455
423,[1.],[-9.33333333],4.132338685771563,0.41308479436723455
424,[1.],[-10.],4.132338685771563,0.41308479436723455
425,[1.],[-10.66666667],4.132338685771563,0.41308479436723455
426,[1.],[-11.33333333],4.132338685771563,0.41308479436723455
427,[1.],[-12.],4.132338685771563,0.41308479436723455
428,[1.],[-12.66666667],4.132338685771563,0.41308479436723455
429,[1.],[-13.33333333],4.132338685771563,0.41308479436723455
430,[1.],[-14.],4.132338685771563,0.41308479436723455
431,[1.],[-14.66666667],4.132338685771563,0.41308479436723455
432,[1.],[-15.33333333],4.132338685771563,0.41308479436723455
433,[1.],[-16.],4.132338685771563,0.41308479436723455
434,[1.],[-16.66666667],4.132338685771563,0.41308479436723455
435,[1.],[-17.33333333],4.132338685771563,0.41308479436723455
436,[1.],[-18.],4.132338685771563,0.41308479436723455
437,[1.],[-18.66666667],4.132338685771563,0.41308479436723455
438,[1.],[-19.33333333],4.132338685771563,0.41308479436723455
439,[1.],[-20.],4.132338685771563,0.41308479436723455
440,[1.],[-20.66666667],4.132338685771563,0.41308479436723455
441,[1.],[-21.33333333],4.132338685771563,0.41308479436723455
442,[1.],[-22.],4.132338685771563,0.41308479436723455
443,[1.],[-22.66666667],4.132338685771563,0.41308479436723455
444,[1.],[-23.33333333],4.132338685771563,0.41308479436723455
445,[1.],[-24.],4.132338685771563,0.41308479436723455
446,[1.],[-24.66666667],4.132338685771563,0.41308479436723455
447,[1.],[-25.33333333],4.132338685771563,0.41308479436723455
448,[1.],[-26.],4.132338685771563,0.41308479436723455
449,[1.],[-26.66666667],4.132338685771563,0.41308479436723455
450,[1.],[-27.33333333],4.132338685771563,0.41308479436723455
451,[1.],[-28.],4.132338685771563,0.41308479436723455
452,[1.],[-28.66666667],4.132338685771563,0.41308479436723455
453,[1.],[-29.33333333],4.132338685771563,0.41308479436723455
454,[1.],[-30.],4.132338685771563,0.41308479436723455
455,[1.],[-30.66666667],4.132338685771563,0.41308479436723455
456,[1.],[-31.33333333],4.132338685771563,0.41308479436723455
457,[1.],[-32.],4.132338685771563,0.41308479436723455
458,[1.],[-32.66666667],4.132338685771563,0.41308479436723455
459,[1.],[-33.33333333],4.132338685771563,0.41308479436723455
460,[1.],[-34.],4.132338685771563,0.41308479436723455
461,[1.],[-34.66666667],4.132338685771563,0.41308479436723455
462,[1.],[-35.33333333],4.132338685771563,0.41308479436723455
